age,weight,steps,activity_level,workout_minutes,calories_burned
55,54,3844,3,53,2047.564483235896
26,99,8750,3,69,2531.166849493989
50,83,404,2,42,1780.6294862545703
42,83,3792,3,101,2542.459737626314
28,94,1151,2,102,2253.8873359684408
57,58,6235,3,106,2697.0318363444107
48,59,8499,1,102,2440.3972953954167
29,72,11866,1,7,1836.7933087004074
55,56,14839,2,23,2159.5709526739365
39,84,79,2,71,2021.0145039074632
37,53,16875,2,57,2593.5272650313564
27,74,17542,2,37,2472.585358605144
45,57,6312,1,57,1963.1015339268617
43,67,11646,1,22,1882.9702948788563
35,72,11672,2,64,2375.600775599815
36,60,6642,2,115,2475.606988553613
40,98,5870,2,64,2195.5351753016603
59,71,4305,3,14,1870.0839834733465
55,85,18719,1,33,2303.061827161128
19,67,17531,2,33,2431.1911158036282
58,95,5625,1,113,2288.4572130103948
48,98,14459,2,68,2595.7883687425424
35,70,10844,1,10,1870.7376571631776
55,96,14472,3,75,2714.439275611185
50,68,7366,1,54,1940.9371040501335
55,70,8307,1,32,1894.8077405672893
19,65,11527,2,5,1980.4552842714975
59,81,10317,3,62,2344.247407930383
29,75,9862,2,0,1824.4396788633583
28,82,12395,3,49,2486.3065670660535
58,59,581,1,33,1615.02901911558
49,90,867,3,43,1849.6679032548047
35,85,13915,1,74,2420.7855181567506
54,81,1770,2,22,1686.931923304123
32,93,1035,3,2,1625.3972883510846
18,62,16135,1,14,2101.713733310439
24,72,12793,3,100,2935.9029880867165
52,54,7852,3,38,2274.5612387567835
32,91,13114,1,40,2243.0146107120586
57,92,18727,2,99,2922.551553806241
32,54,1477,3,53,2035.7330945155325
26,62,9133,3,40,2300.737971498678
33,75,10166,1,104,2498.7644681265256
42,97,6747,1,112,2362.952649710313
49,51,16501,2,48,2457.5639877239514
43,69,248,2,15,1526.4213597662888
36,85,8926,1,15,1795.9309130089139
56,63,6833,3,36,2056.1032642270416
21,74,5914,3,11,1941.5441239410106
39,65,14602,2,72,2568.6670517739303
25,54,19702,3,111,3381.869988552068
26,92,10892,3,26,2303.7197239025777
23,73,2160,2,3,1525.0955346858902
37,67,3773,3,51,2157.3123151699247
52,81,18505,1,27,2152.6496444016575
27,59,17558,3,99,3159.1159334762883
22,72,16899,2,87,2822.8716145085095
29,88,19774,1,116,2975.0338095389475
47,72,11987,1,84,2401.794443150042
29,66,5865,2,20,1818.9060578230326
27,95,18083,1,113,3007.8230987768356
39,58,3962,1,65,1962.3692341075055
48,53,5849,1,64,2024.9524683655775
25,86,10027,1,14,1831.3054270231821
44,97,16076,2,71,2671.252007488317
39,70,1107,3,28,1789.3914528159698
44,97,4463,3,42,2148.9140317985225
42,96,18304,3,5,2409.8666060561513
53,87,16242,1,61,2339.596072537975
20,51,11691,1,79,2368.130031168133
24,50,6989,2,100,2527.022291209027
49,90,17840,2,22,2317.0476029580095
39,73,6081,3,68,2377.106788355859
56,97,19451,1,50,2316.06596678196
20,55,4376,1,75,2101.7983624679127
46,67,14668,1,9,1910.518254017189
32,96,902,1,30,1570.3714940650073
36,57,1480,1,23,1528.0329899126739
43,86,7670,2,68,2210.1358369278646
59,61,4155,3,71,2211.033169193653
58,61,10267,3,102,2685.8998502075
54,76,4828,2,33,1791.7299591189599
27,97,1012,2,56,1923.8395481138662
27,64,7504,2,113,2676.1921339278
38,51,14714,1,11,1910.9821320315502
38,89,6072,2,14,1715.868369218175
32,60,2730,2,99,2305.130641687581
22,77,980,2,52,1871.1493816262252
44,72,7784,3,19,2059.524944638136
59,77,15609,1,36,2188.1251470581346
53,78,16793,2,7,2166.6938937662003
21,63,952,1,104,2155.8729406818643
37,68,4075,3,12,1856.960241834024
36,98,14538,3,25,2492.7668054459295
56,94,19780,3,20,2328.315493203389
28,99,878,2,37,1777.0608670617548
23,58,1853,2,78,2192.11969819779
38,87,8246,3,103,2798.053592488455
19,73,14758,2,31,2311.824192060311
59,50,19756,3,5,2458.260643374628
27,52,13513,1,88,2623.2196781365933
47,54,1773,2,10,1663.7095467443808
30,84,18053,2,81,2813.548584495095
45,61,1527,2,102,2191.433621274537
25,93,597,3,12,1774.4816377589652
58,78,14507,2,18,2123.218248842127
50,51,3193,3,10,1813.9171700210595
35,73,10174,1,67,2193.2656690275144
24,98,15952,2,113,2990.145587581619
21,54,9007,1,23,1893.6048120518797
47,87,1955,2,96,2266.4209278087924
27,60,198,2,51,1987.4119316948666
31,81,18398,1,24,2166.5262111653224
59,58,8098,3,12,2033.950910185394
53,83,18236,1,114,2901.7363879786094
27,54,6823,2,83,2283.6443336782204
33,74,4948,1,52,1885.868912188735
56,78,2362,3,58,2045.8298881294809
45,55,7665,3,4,1885.1474528399187
54,50,8006,3,114,2764.2292510794396
42,95,12874,2,51,2333.655432195169
48,90,2846,3,32,1904.4860308824852
32,50,16682,3,1,2285.0980094737165
22,82,16896,3,47,2616.1468951416928
41,79,14617,1,15,1993.7023440239593
35,96,12223,2,102,2741.624866685324
25,75,10332,2,33,2131.732911158421
24,68,5096,1,10,1638.5263150362177
54,69,12505,1,12,1858.859190673399
45,85,3035,1,43,1735.882589985708
43,82,3458,3,61,2136.5309909245175
48,69,14692,2,80,2635.706929728747
55,90,18079,3,43,2709.807169327213
25,87,12684,3,94,2889.898325747032
32,87,10885,1,97,2466.863356089342
34,89,1783,2,11,1651.9195546545093
32,53,1855,1,102,2181.997386514138
46,64,616,1,62,1764.7507050362283
59,50,3727,1,29,1524.617097274718
27,93,11281,2,51,2247.26715339405
18,56,7109,2,28,1870.2491252571276
59,77,5566,3,8,1772.4851309570813
55,79,11371,3,119,3033.5739893354453
41,85,14094,1,93,2544.1840395099475
26,59,2785,2,17,1706.1647434729935
30,65,1056,3,94,2368.0400917028187
21,82,19894,2,64,2858.8546719479987
38,79,5390,1,61,1958.9066156259476
48,91,9340,3,71,2503.7034217834416
20,99,10890,3,5,2081.5173628451353
19,69,4798,3,28,2062.9265169983823
45,62,15279,3,35,2519.1597113211133
29,54,572,3,19,1804.7939348075138
49,55,2853,3,95,2455.1224864700007
39,67,2466,3,109,2524.904298065645
19,78,19626,2,71,2799.010888751244
20,55,17624,2,23,2270.470509534353
39,60,19019,3,50,2859.47204508898
32,63,2846,3,58,2148.8665140113767
40,86,18095,3,39,2651.5198311804147
51,79,10798,2,21,1957.4385747125548
29,92,10350,1,2,1773.669438407413
23,57,180,2,115,2333.3719025047376
22,68,16048,1,86,2505.267168000527
24,56,18267,2,74,2778.005204163394
46,81,19035,1,51,2411.037205961801
51,99,15108,1,25,2000.8438150033505
38,75,19819,1,40,2381.2460036151065
42,55,14624,2,41,2365.143823531738
19,71,9960,3,12,2053.704221833362
45,64,17189,2,49,2445.4971020601074
41,88,17489,3,25,2445.111586938641
20,75,18048,3,68,2997.9118903056765
26,82,8947,3,40,2281.0016637056597
18,75,10795,1,34,1954.8663457939192
20,57,7980,3,48,2329.863644162115
54,52,15488,2,80,2594.227066768753
41,81,13673,1,119,2677.4454403718305
58,64,1188,1,43,1721.9987636932956
42,79,15741,3,99,3004.008025436735
44,98,10719,3,32,2205.9058677953817
42,80,18820,3,65,2887.8563503418604
32,76,18670,1,52,2482.890186592914
58,77,10631,2,38,2077.8436191387073
42,80,8712,3,30,2216.197593706955
19,61,15865,2,52,2466.085539697628
49,71,16698,2,89,2798.9044683806515
24,87,4124,3,75,2331.997540341293
36,69,19999,3,69,2879.102725661167
54,60,2870,1,95,1996.4151957566237
23,85,9999,1,94,2518.6536432339976
51,51,12996,3,5,2030.6103794284315
55,50,7322,3,71,2359.7876640760774
52,84,14943,3,21,2220.2282196845995
52,67,9516,2,96,2561.0446720276313
52,95,14301,2,7,1982.2153592449524
51,77,11535,2,64,2477.6707358672656
51,62,15086,3,75,2777.7763774029127
26,83,16234,3,107,3125.3114247112344
54,65,1723,3,92,2338.3174716154776
29,86,16542,2,3,2260.886131278448
51,97,39,3,53,1977.3325994338068
30,74,11417,2,68,2438.50489334377
54,82,9409,3,104,2729.395403530514
33,66,10276,1,77,2239.3779074188888
52,83,9217,3,56,2429.7366295392003
59,58,19388,3,74,2928.675934813535
53,99,418,2,20,1573.598342589671
35,90,4799,1,59,1961.3242953611307
36,57,18586,2,119,3147.8607877291065
23,93,14817,2,59,2452.7742011976907
26,59,11340,2,99,2746.9699815381723
34,60,3753,1,115,2319.4648304785132
41,62,6360,1,7,1554.0454117081968
24,52,19428,3,20,2505.05908428647
22,97,9638,3,37,2237.1912013638043
55,63,10301,2,117,2800.233612240382
25,83,2350,1,30,1613.8978470908387
24,56,7105,3,4,1900.628392214869
42,90,1549,2,61,1891.4339673955883
51,77,617,3,15,1662.1105765423201
29,86,12930,3,76,2789.112318924356
26,54,13989,3,55,2668.33371991562
42,50,16396,2,101,2900.9183678396657
52,71,15364,1,19,2063.435144250645
19,97,5142,3,67,2369.3894886567896
37,78,15182,1,51,2250.110783108175
48,97,10014,1,60,2124.885985091946
29,99,19861,1,23,2178.3310226236977
27,60,7831,2,112,2736.9093600584956
51,66,17431,3,61,2675.4800987762083
45,82,12189,2,102,2645.437086009926
23,54,15870,2,67,2723.129861688539
30,89,628,3,35,1915.0949433816336
31,94,13189,1,56,2174.8491340981527
56,93,16949,2,91,2894.896639705259
39,55,15079,1,84,2581.362841990021
24,67,1342,1,95,2130.0131992894344
56,79,7474,2,77,2328.8760518913823
19,88,15273,2,7,2121.6972157974933
53,84,2891,2,6,1570.5487418309533
20,81,11674,3,89,2784.914436607398
29,51,6661,3,2,1870.8700084366028
23,85,10664,1,98,2587.3435091843207
25,98,4785,1,50,1948.63828971299
41,78,15316,1,27,2112.0380225876293
58,93,17150,3,67,2790.753502540676
29,96,12584,2,22,2106.682199578702
41,84,19686,2,87,2962.5637317021483
26,61,6431,3,0,1939.418001263165
31,61,17151,2,15,2259.9103861781887
23,54,6051,2,97,2426.734273726919
49,61,15283,3,52,2522.9223190577336
52,68,10417,2,87,2426.5295675565044
57,84,5546,2,9,1683.5260198725223
29,59,3835,3,3,1759.6294714442977
50,74,11187,1,107,2534.9406348701395
27,65,10155,3,119,2989.6046530710764
53,63,19665,2,115,3152.877280403867
36,53,10306,1,71,2215.5139668957977
29,80,14752,1,95,2635.5864697872726
32,67,9053,3,39,2198.822373439508
45,73,1009,1,11,1424.7507105646391
47,78,17870,1,64,2480.6046017834783
23,66,15784,1,32,2139.4656885436452
35,53,16185,3,86,2909.9047748479043
29,80,8741,1,49,1972.5838917134736
23,84,1706,2,94,2236.9231068375007
39,71,19360,1,51,2484.7185302470684
21,71,9113,3,10,1920.0962230648795
19,98,12479,3,49,2467.932741097396
18,96,6906,1,67,2057.7640529410955
41,94,3554,1,72,1966.841841038045
18,67,8350,1,24,1929.3646116193981
19,75,19422,1,72,2652.6633504702822
52,72,13078,1,36,1976.059308193569
50,98,9079,3,89,2650.638209949326
39,53,1660,1,15,1485.9539964426683
23,88,4643,1,14,1535.9040316788794
47,61,16306,1,39,2182.402930512986
23,71,16397,2,70,2653.071455024209
47,54,2371,1,87,2066.582528544377
55,74,8707,2,117,2615.8146150248303
24,51,19147,1,60,2461.873812163375
27,58,13763,3,40,2467.923504644218
32,98,867,1,90,2121.516210433272
58,93,4288,3,19,1752.1631730683628
23,50,6172,3,84,2427.0811526458006
52,61,3500,1,94,2099.5985755664715
25,77,14699,3,5,2223.8811786782435
41,85,11530,3,73,2609.05215707172
46,66,10886,3,96,2747.0473623561975
48,55,16373,2,65,2566.995859279803
55,61,11296,3,103,2688.325466113774
27,68,17575,1,16,2128.2305593504075
32,64,16020,2,44,2469.7242125356984
20,53,3914,2,54,2070.420314395159
50,58,2469,1,49,1720.1283961586387
32,98,12199,1,2,1791.3089599244877
32,74,3533,1,62,1948.3715203996376
59,75,14093,3,8,2238.2186256273176
46,60,13662,2,75,2542.850399102422
35,90,17934,3,81,2895.581995477667
37,80,9439,2,1,1773.7720824882924
25,79,15075,1,34,2157.7083235343316
50,80,6076,2,19,1763.0846385537593
26,62,15419,2,39,2437.9054319947168
54,91,15297,3,8,2206.915397688339
19,96,5398,1,55,1902.2815405460613
53,51,12318,1,64,2217.111657997
35,92,13985,3,16,2309.8206292410355
33,64,19371,3,63,2834.800798969666
45,58,18352,2,52,2445.4559855704633
45,50,18278,2,107,3023.0227925785002
35,83,7332,3,60,2381.928593845974
48,58,18564,2,69,2772.786547714974
58,70,16926,1,67,2355.3494367294225
22,62,18531,1,10,2072.306749956642
22,90,9468,2,40,2076.0089075290703
48,58,16224,3,8,2257.725965891264
26,58,8100,3,112,2811.7612166291988
25,50,17528,1,85,2656.979485435532
51,66,17550,2,13,2228.6943008438748
42,59,10002,3,92,2673.9888061323545
39,63,17801,1,78,2617.756127492793
48,55,8674,1,7,1703.615987841948
30,74,2178,2,61,2024.1866003690568
21,99,19581,3,44,2736.3096403014924
45,83,9649,3,114,2805.961044819952
54,96,15033,1,85,2564.2375782504273
44,60,3957,2,54,1896.8669095425416
49,99,6056,2,119,2666.162712226807
51,82,11722,2,112,2750.4972288957606
23,66,2876,3,4,1578.8658400985241
56,64,6456,3,28,2031.2468745189137
40,56,2840,2,17,1650.2370224597157
32,55,13560,3,90,2815.5372906886564
19,96,4000,1,34,1776.4975519027262
41,58,11884,2,68,2434.8767758987733
22,74,16399,2,27,2415.5571245172246
29,70,4672,3,29,1957.1874303916597
44,97,14407,3,103,3005.2197968025075
31,62,19092,3,26,2570.3392062264948
18,65,5437,2,53,2155.215122131593
40,95,16546,1,48,2333.7313150825507
20,56,10484,2,33,2080.688878915988
41,56,15253,1,66,2421.5331386944576
54,90,19861,1,72,2621.2536238645234
47,59,15218,2,115,2941.7469864654204
22,53,1605,3,92,2439.957065126275
37,77,5597,2,52,1996.7153472231582
58,77,11897,2,82,2528.17651709175
52,91,19791,2,112,3141.3829451895576
21,79,12631,1,46,2139.07990767474
23,60,15617,1,4,1954.5559693772802
25,78,6098,1,41,1906.3123329860514
54,83,5965,1,65,1908.9047871687517
18,54,9405,1,90,2434.6824450818376
43,82,18389,1,8,2094.4710443237655
22,99,12939,3,73,2656.0189751061125
43,96,6917,2,80,2307.2313650131355
46,87,14676,2,18,2141.008631974543
20,92,18952,2,31,2502.4198711710887
57,79,18091,3,26,2415.2926624732168
29,56,4808,2,103,2469.3931654215858
41,81,4618,2,90,2322.970841537697
31,87,1513,1,13,1476.7709839505674
43,88,17199,3,28,2401.8592839038324
57,74,18482,1,12,2101.0525203326583
47,68,6728,3,23,1929.2438783728835
43,67,13636,1,81,2512.487996259323
41,87,19794,3,59,2865.859274369074
36,84,12188,3,20,2287.24488737742
53,79,8011,1,83,2216.8128643988275
33,76,8854,1,88,2346.48374864152
58,56,9840,3,31,2142.5186109282736
25,53,3711,3,26,2073.5481476090345
34,67,1647,3,24,1844.7640632752154
38,81,6760,2,18,1871.649658556965
42,87,8797,1,35,1886.7526295365567
50,82,14693,3,104,3021.668209450417
25,74,8778,3,62,2367.3843281149225
30,61,9167,1,81,2368.1536705325916
53,70,12103,3,74,2711.3856803887884
47,93,14141,2,33,2166.8748618184823
32,70,15500,3,24,2455.2576781647927
18,53,2591,1,86,2158.6749894951577
47,83,7562,2,0,1656.2272728259948
27,83,13040,1,76,2352.3375339549907
33,57,15121,3,36,2540.16174051419
35,77,10938,1,26,1930.7120888825352
23,58,9794,3,60,2500.2710961485186
53,59,8631,2,117,2617.4390383310983
20,59,7942,3,52,2318.4028985992613
47,70,5842,3,114,2755.26291492197
57,94,188,3,3,1530.6693811510802
57,52,4930,2,93,2303.3043684521635
59,52,18169,2,95,2843.0647314965076
38,72,11995,2,59,2500.999113619157
23,50,5122,3,118,2777.928066889707
40,97,15543,3,60,2623.723849365031
59,73,4036,3,107,2519.0664820445063
35,69,13447,1,95,2603.7382905521067
57,97,16855,2,92,2776.4841972032036
37,66,14718,1,0,1825.0359422700922
58,53,481,2,93,2222.603766959363
45,83,639,2,106,2249.971195909219
55,51,18812,2,114,2985.976809773316
40,54,793,3,62,2086.2397700563815
30,94,1691,2,112,2386.674295386346
30,79,13361,1,98,2639.7418972118144
32,97,2695,3,96,2444.6350743660455
29,59,17879,3,98,3121.262579012505
59,88,11315,1,85,2394.937496834494
21,73,2419,3,108,2586.1338918976558
41,76,4584,1,51,1783.8664056924104
42,85,16653,1,46,2302.7440102029336
57,68,385,1,11,1289.3603093340764
38,89,7296,2,10,1814.3617293578002
51,96,3358,3,27,1940.02230794126
46,90,1586,2,65,1914.6041039395168
45,59,18862,1,117,2922.214326327429
35,98,13349,3,88,2779.004784564832
50,50,10556,2,93,2563.7587193654185
47,98,8171,2,97,2469.7167838214714
38,98,16938,1,93,2738.8053808756226
23,67,14110,3,18,2294.0563529218057
54,70,12206,1,117,2669.981910270608
54,97,19357,1,88,2764.7596812656247
24,99,14158,1,119,2815.9643046341866
41,81,13782,1,45,2101.1059350028168
47,87,11979,1,42,2070.509528180825
21,73,18831,1,26,2204.339253158861
39,78,6531,2,55,2127.8868319343687
34,76,17974,1,116,2916.444593989792
49,52,15172,2,0,1951.0756078239492
19,71,15367,1,37,2143.3851532241133
27,65,693,1,2,1344.5678869553835
25,69,11209,1,97,2578.5818341345275
50,76,19884,3,117,3223.6171340024275
49,60,18151,3,79,2879.219017255158
51,70,18293,3,116,3164.8396573345544
38,50,1199,2,81,2253.943897910294
32,62,7796,1,101,2533.314167982832
55,94,4707,1,36,1746.356486760347
22,76,4928,3,65,2263.1072821500993
50,79,18738,1,73,2500.7095347912245
27,87,11474,3,48,2432.541440743465
57,90,13189,2,80,2543.5463228013364
37,63,14585,1,39,2130.236046666527
27,60,3193,3,1,1704.6683722342095
37,64,15509,3,115,3092.570038896787
46,63,2753,2,75,2135.1832175019517
37,55,2070,1,118,2344.917845667478
39,95,4023,2,63,1986.3009219370213
52,73,9154,3,6,1947.3973555241919
28,70,18576,1,64,2578.864657090042
37,51,4396,1,82,2058.5180965191093
53,52,11731,2,69,2511.2939859143994
50,64,7051,1,118,2438.784123628994
20,68,13677,1,10,1925.4233741087253
18,72,17566,2,10,2239.21942963065
34,60,12526,3,33,2395.507031632917
25,88,4715,1,105,2373.842933152745
44,96,677,2,12,1548.6992748824255
23,77,7349,2,110,2674.5427850763513
21,72,9245,1,9,1727.832804419167
18,62,17517,1,30,2280.1390057813496
34,83,8945,2,41,2103.6626645921233
42,98,14482,3,49,2554.138614525606
23,75,11718,1,13,1984.9990103748262
30,88,12388,2,68,2423.1308042589612
37,88,18378,2,40,2510.4421892063165
35,84,3402,1,83,2085.90917290077
33,94,9357,2,84,2467.9305659912143
49,76,14691,2,42,2427.853895225658
44,98,212,1,52,1698.597176944353
38,62,9305,2,17,1891.4390523562665
52,62,7695,1,19,1626.8610426693513
36,98,18456,1,106,2856.906414650009
21,97,6743,2,38,2077.8630176566426
21,71,7908,2,28,1945.450501857077
33,79,8249,3,100,2694.2959487657813
21,84,18329,1,116,3004.4619022616175
44,75,8831,3,111,2856.6225605431823
51,65,1803,2,18,1630.815886869617
53,92,11096,3,92,2694.8547808274457
30,91,1002,3,93,2393.989690137894
41,65,19312,1,23,2287.7787460992554
19,81,2594,2,18,1660.0654857317
32,89,9037,1,42,1933.7669167344666
56,60,16479,1,110,2790.515945140548
21,95,7649,1,69,2253.860389272727
22,78,11098,3,25,2267.0652232484713
25,95,16606,1,21,2136.747768280907
48,64,9632,2,87,2529.755351212121
32,61,6923,3,89,2614.442011395443
55,90,3098,1,9,1340.0788488271915
40,85,5280,3,0,1834.0943524930103
31,72,13829,2,17,2214.6955382672477
24,61,13678,1,101,2646.4449070195783
49,99,18686,1,73,2539.617439819722
38,78,7691,1,48,1997.3851562754908
47,92,3958,2,101,2322.007501232062
57,64,401,3,35,1873.5897166178593
38,75,18698,2,95,2942.729642797883
37,59,7379,3,18,1966.4201892189412
57,78,15950,1,91,2587.763379442227
58,70,5770,3,49,2147.2479718638738
33,72,12956,2,89,2700.6228365670413
56,88,4221,3,2,1744.939106476676
34,83,15806,1,2,1911.1747762838193
51,63,18361,2,59,2595.053234814696
20,95,7056,1,24,1820.7413774246813
49,92,426,2,6,1472.6809124800552
50,94,19895,1,42,2356.701268447927
58,82,4685,2,29,1831.1118128329258
36,72,9450,2,76,2417.115963010291
25,93,3003,2,28,1824.2643314746797
38,52,16126,3,28,2381.7558118549905
50,90,18274,2,5,2186.936997110374
26,65,8313,1,54,2242.387455009636
56,77,13798,1,67,2353.3805654958455
32,64,11280,1,35,1994.1989072770896
50,72,18613,1,93,2675.9815991580163
37,53,18701,1,2,2019.02361980934
22,55,3692,2,117,2636.926736962415
47,90,2162,1,39,1560.1063323231583
23,61,4578,3,30,2016.1756538733205
24,60,10344,2,42,2221.283052231802
47,65,2224,1,21,1535.3634987171597
55,85,14910,3,32,2385.958782118429
29,67,11491,3,118,3045.0881033594524
39,88,2043,2,57,1961.0660003548828
22,64,18416,2,41,2444.597942394961
31,60,11101,1,36,1941.7099921946253
46,60,123,3,51,2076.0092381964414
18,51,6010,2,96,2440.4884518242284
40,92,441,1,41,1616.1217103183194
59,97,17211,2,16,2146.1336223836097
25,58,8550,2,14,1954.9458079053954
29,94,11768,3,45,2491.367190348097
20,97,7726,3,0,1935.6351507708464
42,68,7478,3,25,2082.459772679298
20,99,12499,2,42,2333.7582087866267
25,64,9513,2,117,2816.859071001176
22,88,14351,1,68,2406.6762851373987
27,67,16396,3,85,2947.4633276469913
20,73,1566,3,114,2584.019274652191
51,51,3308,2,21,1602.3270539371863
21,88,4850,1,42,1870.2764775170233
36,74,2485,3,103,2425.2677804969762
24,56,574,2,32,1778.6726264767876
42,96,10653,1,25,1818.4580600685113
25,80,7496,2,3,1767.8674059146688
44,54,12664,3,4,2060.843144327638
52,79,10814,2,100,2623.1575504261154
59,56,648,3,112,2389.1437122147454
55,50,2195,3,7,1614.5542763294814
55,95,19377,3,15,2431.0283273865357
35,70,16660,1,104,2835.1343772605123
59,66,19096,2,38,2460.1535726353395
59,82,19211,2,15,2265.4213683495936
56,57,1762,2,45,1843.7157532740077
51,78,16459,3,82,2898.3241317490256
42,91,15744,1,30,2170.2202640461956
21,72,15991,1,106,2878.13233228329
29,69,19293,2,53,2630.642362689667
47,67,5604,2,49,2055.3435929033476
